local_idx,UPC,n_weeks_offered,tot_move
0,2610000304,47,17636
1,1230000030,46,17287
2,1230000031,46,17287
3,2720000216,46,17270
4,2610000334,45,16893
5,1230000055,44,16547
6,2610000644,44,16533
7,1230000026,44,16515
8,2610000344,43,16214
9,1230000090,43,16177
10,2610000364,42,15718
11,1230000024,41,15340
12,2720000217,40,15022
13,1230066799,40,15019
14,1230000028,39,14596
15,1230000035,38,14286
16,1230000011,38,14234
17,1230000010,38,14115
18,1230000017,37,13854
19,1230000013,37,13843
20,1230021678,37,13829
21,1100014108,35,13147
22,1230019213,35,13144
23,1230000025,35,13072
24,1230019013,34,12769
25,1230000004,33,12327
26,1230000022,33,12324
27,1230000014,32,12003
28,1230012913,32,11993
29,2610000427,30,11288
30,2610000634,30,11264
31,1230000020,30,11110
32,1230000007,29,10902
33,1230000039,29,10824
34,1230000029,29,10776
35,2610000647,27,10137
36,2610000354,27,10130
37,2610000294,26,9859
38,1230000003,26,9715
39,1230013613,25,9418
40,2610000337,25,9360
41,1230000012,25,9321
42,2610000284,25,9291
43,2610000174,25,9215
44,2610080254,24,9064
45,2610000287,24,8996
46,2610000307,24,8994
47,2610000164,24,8963
48,1230000092,24,8945
49,1230000002,23,8514
50,1230000018,23,8512
51,1230070899,22,8230
52,1230000033,22,8206
53,2610000517,21,8022
54,1230000072,21,7729
55,1230016013,21,7660
56,2820000160,20,7550
57,2820000163,20,7550
58,2820000270,20,7550
59,2820000801,20,7550
60,2820000819,20,7550
61,2820000842,20,7550
62,2820000864,20,7550
63,2820000865,20,7550
64,2820000866,20,7550
65,2820000869,20,7550
66,2820010012,20,7550
67,4330000005,20,7550
68,2610000374,20,7519
69,1230000067,20,7451
70,2820000804,19,7196
71,2820000156,19,7193
72,2820000853,19,7181
73,2820000111,19,7180
74,2820000110,19,7178
75,2820000103,19,7169
76,2820000101,19,7158
77,2820000161,19,7158
78,2820000818,19,7157
79,1230000052,19,7052
80,2820000850,18,6797
81,2820000863,18,6793
82,2820000158,18,6789
83,2820010690,18,6784
84,2820010660,18,6781
85,2820000829,18,6766
86,2610000434,18,6648
87,2040000034,17,6430
88,2720000239,17,6426
89,4210000294,17,6411
90,4330000035,17,6408
91,2820010190,17,6391
92,2720000238,17,6380
93,1230012213,17,6362
94,2610000424,17,6295
95,1230000060,17,6277
96,1230000051,16,6076
97,2820000860,16,6047
98,1230011113,16,5895
99,2610000274,16,5861
100,2720000252,15,5759
101,2720000253,15,5759
102,1230012013,15,5673
103,1230011413,15,5637
104,2820000891,15,5633
105,2610000740,15,5606
106,2610000570,15,5516
107,1230066699,15,5476
108,1230021675,15,5472
109,2610000114,14,5420
110,1230011013,14,5341
111,2610000117,14,5298
112,2820010520,14,5293
113,2820000162,14,5282
114,2820010050,14,5262
115,2610000367,14,5260
116,4330000016,14,5259
117,2610000537,14,5246
118,2820000876,14,5234
119,2720000255,13,4980
120,2820000843,13,4919
121,2820000871,13,4909
122,4330002028,13,4905
